user_id,item_id,surface,clicked,purchased,seconds_watched,position,hour_of_day,device_type
user_0099,item_0942,home,0,0,48,16,10,android
user_0232,item_0293,search,0,0,70,5,7,ios
user_0138,item_0800,home,1,1,233,5,9,ios
user_0013,item_0004,search,0,0,225,11,17,android
user_0139,item_0658,related_items,0,0,81,2,2,android
user_0051,item_0030,search,1,0,107,5,17,android
user_0164,item_0836,related_items,1,0,61,11,22,web
user_0007,item_0688,search,0,0,51,9,22,ios
user_0206,item_0982,home,0,0,163,15,13,web
user_0120,item_0764,home,1,0,57,1,5,android
user_0101,item_0999,home,0,0,206,13,7,ios
user_0245,item_0755,search,0,0,60,17,1,web
user_0096,item_0874,related_items,1,0,78,12,18,android
user_0180,item_0808,related_items,1,0,216,14,22,ios
user_0202,item_0204,home,0,0,95,16,7,web
user_0136,item_0141,related_items,1,0,51,11,16,web
user_0161,item_0327,home,1,0,158,4,14,android
user_0022,item_0152,search,0,0,187,15,18,ios
user_0237,item_0785,home,0,0,153,2,22,android
user_0010,item_0280,search,0,0,227,11,5,ios
user_0126,item_0591,home,1,0,70,4,6,android
user_0095,item_0845,related_items,1,0,176,4,0,ios
user_0158,item_0492,related_items,1,0,138,16,22,android
user_0102,item_0062,home,0,0,168,6,12,ios
user_0009,item_0744,home,1,0,112,15,23,ios
user_0104,item_0223,related_items,0,0,8,15,12,ios
user_0039,item_0689,related_items,0,0,7,11,16,web
user_0124,item_0563,related_items,1,1,93,19,12,ios
user_0224,item_0876,related_items,0,0,183,16,20,web
user_0035,item_0123,related_items,0,0,59,3,5,web
user_0070,item_0859,home,1,0,143,2,11,web
user_0108,item_0928,search,1,0,126,8,18,ios
user_0063,item_0316,search,0,0,81,4,22,web
user_0109,item_0520,home,0,0,62,5,8,ios
user_0008,item_0196,related_items,1,0,147,5,6,ios
user_0147,item_0018,related_items,0,0,60,20,1,ios
user_0037,item_0817,search,0,0,181,5,5,android
user_0026,item_0060,home,1,1,49,13,16,android
user_0075,item_0125,search,0,0,125,1,3,web
user_0084,item_0564,related_items,0,0,121,20,16,android
user_0163,item_0510,search,0,0,152,6,5,android
user_0070,item_0918,home,0,0,115,7,18,ios
user_0157,item_0525,related_items,0,0,57,7,3,android
user_0026,item_0398,search,0,0,115,6,18,web
user_0180,item_0166,search,1,0,204,12,1,ios
user_0003,item_0716,related_items,0,0,21,7,12,web
user_0141,item_0275,search,0,0,63,1,16,web
user_0214,item_0552,home,1,0,212,14,0,ios
user_0032,item_0069,related_items,0,0,111,3,3,android
user_0168,item_0337,search,1,0,85,14,8,ios
user_0204,item_0998,related_items,1,0,112,3,14,ios
user_0123,item_0184,search,0,0,104,18,12,android
user_0222,item_0796,search,1,0,112,18,4,ios
user_0081,item_0769,related_items,0,0,98,3,4,ios
user_0165,item_0439,home,0,0,175,17,11,android
user_0042,item_0499,related_items,0,0,137,17,11,ios
user_0199,item_0853,related_items,0,0,69,20,9,ios
user_0217,item_0812,search,1,0,10,20,10,web
user_0005,item_0557,related_items,0,0,188,19,21,android
user_0193,item_0648,search,0,0,96,14,1,web
user_0023,item_0529,related_items,0,0,65,15,23,web
user_0096,item_0575,home,1,0,200,4,5,web
user_0023,item_0729,related_items,1,0,211,2,14,ios
user_0006,item_0378,related_items,0,0,150,15,8,web
user_0100,item_0645,home,0,0,17,15,20,android
user_0150,item_0819,search,0,0,8,14,5,android
user_0007,item_0769,search,1,0,22,13,21,android
user_0183,item_0954,search,1,0,132,19,4,ios
user_0085,item_0715,search,0,0,50,12,14,ios
user_0132,item_0469,home,1,0,106,13,1,ios
user_0087,item_0439,search,1,0,225,3,14,ios
user_0019,item_0241,related_items,1,0,147,16,21,web
user_0208,item_0555,search,0,0,154,17,13,ios
user_0012,item_0152,search,0,0,27,7,18,web
user_0246,item_0232,search,1,0,158,7,13,ios
user_0058,item_0909,related_items,1,0,47,10,3,web
user_0106,item_0711,search,1,0,159,14,10,ios
user_0026,item_0862,search,0,0,78,14,2,web
user_0103,item_0797,search,0,0,118,9,0,web
user_0226,item_0537,related_items,0,0,163,16,23,android
user_0159,item_0671,home,0,0,57,6,13,android
user_0052,item_0242,home,1,0,140,4,0,web
user_0133,item_0337,search,1,0,49,18,23,ios
user_0198,item_0943,related_items,1,1,41,7,13,ios
user_0105,item_0686,search,0,0,54,18,2,android
user_0146,item_0180,search,0,0,176,8,13,web
user_0012,item_0421,search,0,0,20,18,3,ios
user_0101,item_0399,search,0,0,17,6,7,web
user_0173,item_0839,related_items,1,0,44,1,22,android
user_0248,item_0397,home,0,0,66,10,14,web
user_0094,item_0452,related_items,1,0,85,18,6,web
user_0043,item_0159,search,0,0,191,12,9,web
user_0247,item_0787,related_items,1,1,25,3,2,web
user_0030,item_0464,home,1,0,174,3,0,web
user_0178,item_0388,related_items,1,0,137,7,15,android
user_0101,item_0296,search,0,0,93,5,1,ios
user_0004,item_0384,related_items,0,0,14,4,21,web
user_0092,item_0932,home,1,0,205,7,15,ios
user_0084,item_0493,home,1,0,176,3,3,ios
user_0225,item_0843,home,1,0,29,17,11,android
user_0220,item_0535,home,0,0,75,19,14,web
user_0166,item_0717,related_items,0,0,203,18,18,web
user_0129,item_0123,home,0,0,223,18,13,android
user_0025,item_0176,search,1,0,225,20,11,web
user_0153,item_0890,home,1,1,224,10,22,web
user_0171,item_0467,home,0,0,122,14,11,android
user_0121,item_0351,home,0,0,45,18,13,web
user_0035,item_0433,home,0,0,144,7,17,android
user_0040,item_0392,related_items,0,0,9,16,11,android
user_0242,item_0286,search,1,0,235,8,1,ios
user_0231,item_0262,home,0,0,12,9,7,web
user_0165,item_0726,home,0,0,200,18,17,ios
user_0046,item_0917,related_items,0,0,70,8,23,web
user_0216,item_0259,related_items,0,0,185,16,17,android
user_0181,item_0080,search,1,1,72,12,6,ios
user_0108,item_0728,home,0,0,177,14,7,web
user_0150,item_0011,search,0,0,120,12,3,android
user_0166,item_0356,related_items,0,0,157,6,2,ios
user_0248,item_0037,home,1,1,128,20,20,ios
user_0065,item_0391,home,0,0,204,7,13,android
user_0198,item_0347,home,0,0,130,16,11,android
user_0085,item_0749,home,0,0,170,11,5,ios
user_0053,item_0627,search,0,0,210,3,22,web
user_0214,item_0463,related_items,0,0,137,7,20,android
user_0167,item_0713,search,0,0,70,9,4,android
user_0036,item_0042,related_items,1,0,22,18,3,ios
user_0201,item_0369,search,1,0,199,4,12,web
user_0173,item_0861,related_items,0,0,78,8,16,ios
user_0218,item_0024,related_items,0,0,172,3,8,web
user_0015,item_0190,search,0,0,118,8,2,ios
user_0135,item_0607,related_items,0,0,13,15,14,ios
user_0124,item_0038,related_items,0,0,69,7,10,web
user_0130,item_0588,home,0,0,37,15,13,web
user_0090,item_0253,home,0,0,123,16,0,web
user_0218,item_0391,home,1,0,44,18,1,web
user_0172,item_0978,related_items,0,0,70,8,22,android
user_0197,item_0918,home,0,0,80,8,5,android
user_0005,item_0279,search,0,0,191,1,1,android
user_0040,item_0478,search,0,0,132,13,22,android
user_0236,item_0298,related_items,0,0,36,12,17,web
user_0037,item_0880,related_items,1,0,70,14,13,ios
user_0080,item_0856,related_items,0,0,58,10,19,android
user_0122,item_0306,related_items,0,0,134,8,19,web
user_0053,item_0806,home,1,0,225,20,16,android
user_0176,item_0675,home,1,0,87,16,22,web
user_0152,item_0003,related_items,0,0,10,17,1,web
user_0108,item_0813,related_items,0,0,22,13,0,android
user_0212,item_0123,home,1,1,179,17,9,android
user_0227,item_0294,home,1,0,38,13,5,web
user_0030,item_0020,home,1,0,202,2,11,android
user_0155,item_0308,search,0,0,214,7,5,web
user_0243,item_0684,related_items,0,0,207,15,3,web
user_0115,item_0683,search,1,0,59,13,18,ios
user_0112,item_0197,related_items,1,1,189,15,17,android
user_0178,item_0353,search,0,0,19,19,2,ios
user_0219,item_0351,related_items,0,0,13,16,5,web
user_0109,item_0388,related_items,0,0,217,16,16,android
user_0168,item_0354,home,0,0,166,18,6,web
user_0006,item_0044,home,0,0,22,10,6,ios
user_0059,item_0133,search,0,0,5,2,13,ios
user_0153,item_0930,related_items,0,0,40,4,4,android
user_0125,item_0688,search,0,0,104,19,5,android
user_0011,item_0492,home,0,0,179,2,3,web
user_0125,item_0452,search,1,0,182,13,10,android
user_0162,item_0027,related_items,0,0,43,14,23,android
user_0092,item_0867,search,0,0,238,4,16,web
user_0193,item_0254,home,1,1,40,4,17,android
user_0044,item_0293,search,1,0,198,20,8,ios
user_0224,item_0396,home,0,0,132,3,12,android
user_0113,item_0681,search,0,0,38,13,2,web
user_0126,item_0845,related_items,1,1,178,12,11,android
user_0206,item_0424,search,1,0,117,1,3,android
user_0030,item_0546,search,0,0,115,20,2,web
user_0062,item_0437,home,1,0,145,12,23,android
user_0067,item_0846,related_items,0,0,207,1,21,web
user_0195,item_0038,search,0,0,85,16,20,android
user_0177,item_0663,home,1,0,225,3,20,android
user_0042,item_0347,related_items,0,0,56,13,0,ios
user_0207,item_0764,home,0,0,185,17,5,android
user_0127,item_0133,search,0,0,103,6,22,android
user_0160,item_0214,related_items,0,0,40,18,0,web
user_0208,item_0853,related_items,1,0,223,20,10,android
user_0118,item_0517,home,1,1,96,11,15,web
user_0201,item_0109,search,0,0,118,14,18,ios
user_0099,item_0842,related_items,0,0,65,7,19,ios
user_0013,item_0769,search,0,0,203,12,7,web
user_0122,item_0118,home,1,0,233,13,21,ios
user_0224,item_0343,related_items,1,0,40,10,21,android
user_0195,item_0609,search,0,0,23,19,8,web
user_0115,item_0273,related_items,0,0,177,13,23,web
user_0207,item_0251,related_items,1,0,83,12,19,ios
user_0043,item_0238,home,0,0,229,2,0,android
user_0229,item_0341,related_items,0,0,159,20,6,ios
user_0125,item_0684,search,1,0,29,9,0,ios
user_0129,item_0920,related_items,1,0,154,4,0,ios
user_0046,item_0976,home,0,0,161,9,6,web
user_0190,item_0172,search,1,0,179,6,6,android
user_0103,item_0183,search,1,0,55,11,12,ios
user_0228,item_0367,related_items,1,0,157,11,13,web
user_0073,item_0221,search,0,0,222,18,11,ios
user_0089,item_0018,search,0,0,86,15,3,web
user_0081,item_0068,search,1,1,38,8,9,android
user_0076,item_0458,search,1,0,216,11,21,web
user_0092,item_0804,home,0,0,60,15,18,web
user_0018,item_0792,search,0,0,147,3,0,android
user_0068,item_0419,home,0,0,116,20,15,web
user_0204,item_0723,home,0,0,230,8,14,android
user_0071,item_0929,related_items,0,0,219,12,3,android
user_0182,item_0167,related_items,1,0,136,3,11,ios
user_0245,item_0696,search,1,0,216,9,2,android
user_0204,item_0684,related_items,0,0,94,4,12,android
user_0096,item_0430,related_items,0,0,231,9,15,ios
user_0203,item_0657,search,0,0,30,12,19,web
user_0105,item_0527,search,0,0,121,12,3,web
user_0045,item_0786,home,1,0,91,11,22,web
user_0160,item_0157,search,0,0,124,4,10,ios
user_0033,item_0245,related_items,0,0,176,20,22,web
user_0195,item_0541,search,0,0,102,9,2,android
user_0147,item_0570,related_items,1,0,23,5,2,ios
user_0108,item_0839,home,0,0,108,3,23,android
user_0148,item_0135,search,1,1,28,19,18,ios
user_0162,item_0282,related_items,0,0,39,18,9,ios
user_0202,item_0398,home,0,0,43,14,15,android
user_0231,item_0932,related_items,1,0,101,17,7,android
user_0230,item_0214,home,1,0,56,5,17,android
user_0083,item_0713,related_items,0,0,31,6,16,ios
user_0003,item_0392,related_items,0,0,231,18,19,web
user_0141,item_0011,search,0,0,143,8,3,web
user_0139,item_0209,related_items,0,0,219,18,21,ios
user_0147,item_0068,home,0,0,92,11,23,ios
user_0216,item_0074,related_items,0,0,28,8,19,ios
user_0085,item_0150,related_items,0,0,219,5,13,android
user_0176,item_0114,search,0,0,194,3,22,ios
user_0114,item_0506,related_items,1,0,204,9,19,android
user_0182,item_0152,related_items,0,0,214,5,2,android
user_0017,item_0636,related_items,1,0,39,11,19,ios
user_0030,item_0096,search,1,0,15,6,12,web
user_0085,item_0403,home,1,1,55,9,20,android
user_0148,item_0646,home,0,0,92,14,1,ios
user_0027,item_0377,home,0,0,168,17,22,android
user_0112,item_0142,related_items,1,1,6,18,2,android
user_0090,item_0447,search,1,0,72,19,13,ios
user_0034,item_0048,search,0,0,28,15,2,android
user_0220,item_0963,search,0,0,115,20,5,web
user_0074,item_0373,home,0,0,67,12,20,android
user_0025,item_0676,search,0,0,145,12,22,web
user_0032,item_0434,related_items,0,0,105,20,13,ios
user_0000,item_0668,related_items,1,1,226,9,0,web
user_0192,item_0633,home,0,0,172,16,15,ios
user_0244,item_0761,home,0,0,90,1,8,android
user_0151,item_0789,home,1,0,155,12,22,android
user_0018,item_0656,related_items,0,0,225,6,21,android
user_0009,item_0444,search,0,0,144,8,20,ios
user_0059,item_0143,home,0,0,63,19,18,ios
user_0031,item_0634,home,0,0,58,18,9,web
user_0179,item_0188,search,1,0,74,10,22,android
user_0247,item_0645,home,0,0,78,9,23,android
user_0053,item_0158,home,0,0,227,12,17,android
user_0238,item_0847,related_items,0,0,103,3,8,web
