date,ticker,open,high,low,close,volume
2005-02-11,SPY,125.1009,125.4632,123.8794,124.2392,90247856
2005-02-14,SPY,124.2392,125.598,123.9666,125.323,86483239
2005-02-15,SPY,125.323,128.1472,124.5631,127.3748,66352128
2005-02-16,SPY,127.3748,128.9256,126.7497,128.296,86648917
2005-02-17,SPY,128.296,129.7072,128.1632,129.5732,84958903
2005-02-18,SPY,129.5732,131.3857,128.1349,129.9432,80813319
2005-02-21,SPY,129.9432,130.7912,128.5839,129.4285,103166109
2005-02-22,SPY,129.4285,130.1167,129.4072,130.0954,73663502
2005-02-23,SPY,130.0954,131.0072,129.386,130.2967,69793984
2005-02-24,SPY,130.2967,130.9188,129.4892,130.1104,53424623
2005-02-25,SPY,130.1104,130.5663,129.8032,130.2588,80024671
2005-02-28,SPY,130.2588,130.3574,129.756,129.8543,110392737
2005-03-01,SPY,129.8543,130.0626,129.4192,129.6272,111442457
2005-03-02,SPY,129.6272,130.921,127.4931,128.7784,82078567
2005-03-03,SPY,128.7784,131.7223,128.2471,131.181,86532919
2005-03-04,SPY,131.181,131.6312,130.7227,131.173,83118683
2005-03-07,SPY,131.173,132.4658,131.1635,132.4562,77326647
2005-03-08,SPY,132.4562,133.1792,131.69,132.4128,100083383
2005-03-09,SPY,132.4128,132.8997,131.1539,131.6379,87599337
2005-03-10,SPY,131.6379,134.7263,130.8082,133.8825,63522661
2005-03-11,SPY,133.8825,134.5677,132.911,133.5948,78051515
2005-03-14,SPY,133.5948,136.9291,132.5495,135.8661,58105548
2005-03-15,SPY,135.8661,136.0808,134.7547,134.968,91162341
2005-03-16,SPY,134.968,136.0669,134.0953,135.1927,55976856
2005-03-17,SPY,135.1927,136.9905,134.9606,136.7558,92796856
2005-03-18,SPY,136.7558,136.7595,134.855,134.8587,85487356
2005-03-21,SPY,134.8587,137.4718,133.6829,136.2836,82453907
2005-03-22,SPY,136.2836,136.6625,134.3988,134.7735,93471716
2005-03-23,SPY,134.7735,137.3817,134.3769,136.9786,95685862
2005-03-24,SPY,136.9786,139.8946,135.7406,138.6416,91038211
2005-03-25,SPY,138.6416,140.5006,138.4443,140.3009,64128981
2005-03-28,SPY,140.3009,142.1086,139.3753,141.1772,79367532
2005-03-29,SPY,141.1772,141.7328,140.5155,141.0707,72750918
2005-03-30,SPY,141.0707,141.1474,140.1262,140.2025,96854323
2005-03-31,SPY,140.2025,144.8221,139.0401,143.6313,86654448
2005-04-01,SPY,143.6313,144.4361,141.5379,142.3354,68147082
2005-04-04,SPY,142.3354,142.7967,141.203,141.6621,80875303
2005-04-05,SPY,141.6621,142.4438,141.2853,142.0658,81914871
2005-04-06,SPY,142.0658,142.6345,139.5275,140.0883,81218330
2005-04-07,SPY,140.0883,142.57,139.543,142.0172,58350425
2005-04-08,SPY,142.0172,143.0294,140.9496,141.9615,84375505
2005-04-11,SPY,141.9615,142.6411,140.6708,141.3474,107944633
2005-04-12,SPY,141.3474,141.9114,139.0482,139.6052,90413704
2005-04-13,SPY,139.6052,140.5839,135.8344,136.7934,91213090
2005-04-14,SPY,136.7934,138.6384,136.3735,138.2142,79621816
2005-04-15,SPY,138.2142,138.3207,136.7291,136.8345,67605512
2005-04-18,SPY,136.8345,138.3572,136.2273,137.746,103797695
2005-04-19,SPY,137.746,138.8854,137.0455,138.1827,77614143
2005-04-20,SPY,138.1827,138.5427,137.2577,137.6162,76295660
2005-04-21,SPY,137.6162,139.0223,136.813,138.2156,68987175
2005-04-22,SPY,138.2156,139.7305,137.5415,139.0524,67451714
2005-04-25,SPY,139.0524,140.5777,138.645,140.167,82243616
2005-04-26,SPY,140.167,142.638,139.5445,142.0073,93747070
2005-04-27,SPY,142.0073,145.2194,141.4575,144.6593,67448485
2005-04-28,SPY,144.6593,144.8618,143.3484,143.5494,47246832
2005-04-29,SPY,143.5494,143.9793,142.5132,142.9414,93568294
2005-05-02,SPY,142.9414,144.1159,142.4691,143.6413,90707822
2005-05-03,SPY,143.6413,145.2001,143.0342,144.5889,74722961
2005-05-04,SPY,144.5889,145.4563,140.5773,141.4257,71041149
2005-05-05,SPY,141.4257,142.4598,140.6903,141.7229,74421448
2005-05-06,SPY,141.7229,141.8562,140.0369,140.1688,88283547
2005-05-09,SPY,140.1688,140.9873,140.1593,140.9777,59253762
2005-05-10,SPY,140.9777,141.2935,139.81,140.1239,76047361
2005-05-11,SPY,140.1239,141.2523,139.0252,140.1534,93986540
2005-05-12,SPY,140.1534,140.6764,138.2771,138.795,91450862
2005-05-13,SPY,138.795,139.443,136.5923,137.233,79632840
2005-05-16,SPY,137.233,137.5765,134.5912,134.929,85202356
2005-05-17,SPY,134.929,134.9568,134.2666,134.2943,71386298
2005-05-18,SPY,134.2943,134.9116,134.2622,134.8794,84456784
2005-05-19,SPY,134.8794,136.3822,134.0229,135.5216,68800382
2005-05-20,SPY,135.5216,135.9425,131.9054,132.3163,64107780
2005-05-23,SPY,132.3163,132.7032,132.0464,132.433,90890727
2005-05-24,SPY,132.433,132.4805,131.1991,131.2462,106653339
2005-05-25,SPY,131.2462,134.1685,130.5334,133.4439,86981398
2005-05-26,SPY,133.4439,133.9713,131.8329,132.356,79667606
2005-05-27,SPY,132.356,133.3472,131.8953,132.8847,79447507
2005-05-30,SPY,132.8847,133.2723,132.7047,133.092,89287347
2005-05-31,SPY,133.092,134.0753,131.1262,132.1022,105981827
2005-06-01,SPY,132.1022,135.6758,131.7771,135.3428,62457876
2005-06-02,SPY,135.3428,135.7217,134.2057,134.5825,101794866
2005-06-03,SPY,134.5825,134.6745,132.4185,132.5091,84891957
2005-06-06,SPY,132.5091,134.0749,132.2587,133.822,58918095
2005-06-07,SPY,133.822,135.6007,132.9941,134.7669,80780950
2005-06-08,SPY,134.7669,135.5449,134.4152,135.1921,69516393
2005-06-09,SPY,135.1921,136.5068,134.904,136.2165,89237840
2005-06-10,SPY,136.2165,139.1335,135.4262,138.3309,73852092
2005-06-13,SPY,138.3309,138.8737,137.9016,138.444,93559095
2005-06-14,SPY,138.444,139.1998,137.5457,138.3007,82970789
2005-06-15,SPY,138.3007,139.3035,137.5897,138.591,87802759
2005-06-16,SPY,138.591,139.991,138.3469,139.7448,79221835
2005-06-17,SPY,139.7448,139.9668,138.5022,138.7226,77083078
2005-06-20,SPY,138.7226,141.8567,137.6985,140.8172,91340705
2005-06-21,SPY,140.8172,141.5208,140.749,141.4524,63385813
2005-06-22,SPY,141.4524,141.5313,141.1827,141.2615,85386777
2005-06-23,SPY,141.2615,143.0989,140.5457,142.3774,71783805
2005-06-24,SPY,142.3774,143.5135,140.5736,141.7044,93379688
2005-06-27,SPY,141.7044,141.7879,141.2231,141.3064,80483942
2005-06-28,SPY,141.3064,142.2035,140.9391,141.8347,119416492
2005-06-29,SPY,141.8347,142.3516,141.2827,141.7994,57107603
2005-06-30,SPY,141.7994,142.7578,140.0182,140.971,87938175
2005-07-01,SPY,140.971,141.4936,134.0598,134.5586,110312106
2005-07-04,SPY,134.5586,135.6831,130.7084,131.8099,41085934
2005-07-05,SPY,131.8099,132.7177,131.8036,132.7114,47314424
2005-07-06,SPY,132.7114,134.3721,131.8713,133.5269,87370972
2005-07-07,SPY,133.5269,134.5963,133.2246,134.2922,54525887
2005-07-08,SPY,134.2922,136.1513,132.9998,134.8536,98672613
2005-07-11,SPY,134.8536,135.9771,130.8332,131.9324,69513516
2005-07-12,SPY,131.9324,131.9645,129.9322,129.9638,87806817
2005-07-13,SPY,129.9638,130.5193,127.8305,128.3792,90872294
2005-07-14,SPY,128.3792,128.501,128.1371,128.2588,53220934
2005-07-15,SPY,128.2588,128.6675,128.2535,128.6623,84490714
2005-07-18,SPY,128.6623,129.4805,128.4895,129.3068,78098287
2005-07-19,SPY,129.3068,130.1669,128.5942,129.4534,80590448
2005-07-20,SPY,129.4534,129.586,129.1978,129.3303,72453838
2005-07-21,SPY,129.3303,130.5218,128.9353,130.1245,87699528
2005-07-22,SPY,130.1245,130.342,129.7674,129.9846,77156611
2005-07-25,SPY,129.9846,131.1612,128.0863,129.2563,87651531
2005-07-26,SPY,129.2563,130.0395,128.6522,129.4347,74155696
2005-07-27,SPY,129.4347,132.1704,129.1643,131.895,69083381
2005-07-28,SPY,131.895,133.1528,129.6772,130.9258,104621587
2005-07-29,SPY,130.9258,133.2487,130.4932,132.8099,68773729
2005-08-01,SPY,132.8099,135.4792,132.5529,135.2176,78029178
2005-08-02,SPY,135.2176,137.4105,134.7276,136.9143,114488282
2005-08-03,SPY,136.9143,137.2133,136.5225,136.8213,72969759
2005-08-04,SPY,136.8213,137.0309,133.9967,134.2023,98894197
2005-08-05,SPY,134.2023,135.0529,134.1874,135.0378,67314767
2005-08-08,SPY,135.0378,136.6498,134.2856,135.8928,88357416
2005-08-09,SPY,135.8928,136.8011,135.2971,136.2041,94799603
2005-08-10,SPY,136.2041,136.4909,131.9886,132.2671,119937952
2005-08-11,SPY,132.2671,132.4427,130.0068,130.1796,81883233
2005-08-12,SPY,130.1796,130.9216,128.562,129.299,88973376
2005-08-15,SPY,129.299,129.866,128.7123,129.2792,82247240
2005-08-16,SPY,129.2792,133.3493,129.1716,133.2384,84882363
2005-08-17,SPY,133.2384,133.6367,131.2083,131.6016,98935294
2005-08-18,SPY,131.6016,133.1633,128.1245,129.6632,82476976
2005-08-19,SPY,129.6632,131.7449,129.633,131.7142,77038800
2005-08-22,SPY,131.7142,132.0419,128.7417,129.0627,91760420
2005-08-23,SPY,129.0627,129.868,126.2679,127.0608,93301665
2005-08-24,SPY,127.0608,129.0596,126.653,128.6467,91648356
2005-08-25,SPY,128.6467,129.937,128.0322,129.3193,55155135
2005-08-26,SPY,129.3193,129.8428,126.8966,127.4123,80083854
2005-08-29,SPY,127.4123,128.0044,127.1848,127.7763,98488481
2005-08-30,SPY,127.7763,130.0291,127.1632,129.4082,85521383
2005-08-31,SPY,129.4082,129.5422,128.0999,128.2327,86749640
2005-09-01,SPY,128.2327,129.9333,121.9376,123.5764,90360192
2005-09-02,SPY,123.5764,124.8864,121.2528,122.5519,76871915
2005-09-05,SPY,122.5519,123.1306,122.2236,122.8016,106383399
2005-09-06,SPY,122.8016,123.2241,122.7007,123.1229,99767824
2005-09-07,SPY,123.1229,123.9648,123.0861,123.9278,98389370
2005-09-08,SPY,123.9278,127.308,123.7114,127.0862,83723378
2005-09-09,SPY,127.0862,128.3422,126.1702,127.4238,73155841
2005-09-12,SPY,127.4238,128.541,126.3463,127.4632,64526110
2005-09-13,SPY,127.4632,127.5024,126.8675,126.9065,108111669
2005-09-14,SPY,126.9065,128.1614,126.2699,127.5217,71255008
2005-09-15,SPY,127.5217,130.4188,126.7315,129.6157,82415492
2005-09-16,SPY,129.6157,130.4176,128.4047,129.2041,67338491
2005-09-19,SPY,129.2041,131.7997,127.5891,130.1726,85031049
2005-09-20,SPY,130.1726,130.4664,128.9669,129.2586,75062671
2005-09-21,SPY,129.2586,129.757,126.6791,127.1694,98499235
2005-09-22,SPY,127.1694,127.4333,126.1908,126.4532,67807294
2005-09-23,SPY,126.4532,127.1383,126.0621,126.7463,67077157
2005-09-26,SPY,126.7463,129.9803,126.4211,129.6477,90448551
2005-09-27,SPY,129.6477,131.3441,129.0979,130.7895,75902497
2005-09-28,SPY,130.7895,131.2804,130.5959,131.0865,88471723
2005-09-29,SPY,131.0865,132.2603,130.8106,131.9826,62379550
2005-09-30,SPY,131.9826,132.1309,131.7667,131.9149,54098105
2005-10-03,SPY,131.9149,133.0858,131.2146,132.3829,119318541
2005-10-04,SPY,132.3829,132.7752,131.6989,132.0902,65624945
2005-10-05,SPY,132.0902,132.4498,131.9433,132.3026,70025266
2005-10-06,SPY,132.3026,133.7424,130.6783,132.1161,95673320
2005-10-07,SPY,132.1161,132.1412,131.0738,131.0988,60942005
2005-10-10,SPY,131.0988,131.3004,130.2735,130.4741,81833347
2005-10-11,SPY,130.4741,132.5724,129.4414,131.5314,92814813
2005-10-12,SPY,131.5314,133.9247,130.4852,132.868,90408888
2005-10-13,SPY,132.868,133.7838,132.1305,133.0454,97837617
2005-10-14,SPY,133.0454,134.4491,131.9809,133.382,69580048
2005-10-17,SPY,133.382,133.9539,132.4779,133.0484,81684926
2005-10-18,SPY,133.0484,135.344,132.086,134.372,99699756
2005-10-19,SPY,134.372,136.4689,133.6056,135.695,89123699
2005-10-20,SPY,135.695,136.9257,133.4465,134.6679,77756926
2005-10-21,SPY,134.6679,136.7502,134.3266,136.4045,111782866
2005-10-24,SPY,136.4045,138.8002,134.5681,136.9564,84620213
2005-10-25,SPY,136.9564,137.9201,135.692,136.6536,98391906
2005-10-26,SPY,136.6536,137.1399,135.54,136.0241,100910963
2005-10-27,SPY,136.0241,138.365,135.1771,137.5088,76654058
2005-10-28,SPY,137.5088,137.5541,137.347,137.3922,93549968
2005-10-31,SPY,137.3922,140.1473,137.114,139.8641,111149392
2005-11-01,SPY,139.8641,141.5085,139.6835,141.326,94231780
2005-11-02,SPY,141.326,145.768,139.7727,144.1833,99518516
2005-11-03,SPY,144.1833,144.3959,144.0115,144.224,90502785
2005-11-04,SPY,144.224,146.8274,143.8799,146.478,88708890
2005-11-07,SPY,146.478,146.7999,146.2138,146.5357,79606894
2005-11-08,SPY,146.5357,148.2478,145.151,146.86,78461824
2005-11-09,SPY,146.86,147.743,146.161,147.0431,92577474
2005-11-10,SPY,147.0431,150.0986,145.7293,148.7694,85001660
2005-11-11,SPY,148.7694,149.8306,148.6437,149.7042,89793555
2005-11-14,SPY,149.7042,150.3465,149.6562,150.2983,84033244
2005-11-15,SPY,150.2983,152.0704,150.0552,151.8247,78420747
2005-11-16,SPY,151.8247,157.3802,149.5613,155.0685,64223543
2005-11-17,SPY,155.0685,155.8848,152.087,152.8919,80475462
2005-11-18,SPY,152.8919,154.7242,152.3947,154.2227,84539179
2005-11-21,SPY,154.2227,155.207,153.6356,154.6184,78396747
2005-11-22,SPY,154.6184,155.9657,153.1039,154.4497,64859061
2005-11-23,SPY,154.4497,155.0988,152.2314,152.8738,85621439
2005-11-24,SPY,152.8738,155.8093,151.3271,154.2486,60102555
2005-11-25,SPY,154.2486,157.4596,151.8913,155.0894,100075529
2005-11-28,SPY,155.0894,155.8088,151.3974,152.1029,68884490
2005-11-29,SPY,152.1029,155.7665,149.4191,153.0657,48447898
2005-11-30,SPY,153.0657,155.6642,151.5435,154.1313,88299109
2005-12-01,SPY,154.1313,154.2414,153.4131,153.5227,68543510
2005-12-02,SPY,153.5227,155.8356,152.2998,154.6041,100326566
2005-12-05,SPY,154.6041,155.7968,152.5547,153.7408,105541267
2005-12-06,SPY,153.7408,155.3538,152.0484,153.6606,100027216
2005-12-07,SPY,153.6606,153.7324,151.8497,151.9208,83786519
2005-12-08,SPY,151.9208,154.1948,151.5552,153.8247,84602079
2005-12-09,SPY,153.8247,154.3018,153.7819,154.2589,101255779
2005-12-12,SPY,154.2589,154.594,153.5672,153.9015,73667874
2005-12-13,SPY,153.9015,155.0883,151.5707,152.7487,70924460
2005-12-14,SPY,152.7487,155.8571,152.5751,155.6802,92397116
2005-12-15,SPY,155.6802,156.1668,152.3478,152.8255,79618434
2005-12-16,SPY,152.8255,152.9776,151.6161,151.7672,74681619
2005-12-19,SPY,151.7672,152.537,147.7265,148.4796,85586939
2005-12-20,SPY,148.4796,149.2686,147.3845,148.1719,60304903
2005-12-21,SPY,148.1719,150.4165,146.8571,149.0934,84998737
2005-12-22,SPY,149.0934,149.278,146.5933,146.775,81212657
2005-12-23,SPY,146.775,148.513,146.2852,148.019,37929259
2005-12-26,SPY,148.019,149.9425,147.2021,149.1195,61015283
2005-12-27,SPY,149.1195,149.4566,148.6899,149.0268,57782757
2005-12-28,SPY,149.0268,150.641,148.4011,150.0112,82693368
2005-12-29,SPY,150.0112,150.8193,147.919,148.7201,97142758
2005-12-30,SPY,148.7201,149.5907,145.2399,146.0952,79561660
2006-01-02,SPY,146.0952,147.4677,144.5623,145.9333,79834462
2006-01-03,SPY,145.9333,147.8771,144.8606,146.7981,89359865
2006-01-04,SPY,146.7981,147.5724,146.2784,147.0518,94614974
2006-01-05,SPY,147.0518,147.3321,143.4193,143.6933,105902862
2006-01-06,SPY,143.6933,146.2679,143.3852,145.955,77547191
2006-01-09,SPY,145.955,146.1981,145.1462,145.3885,90026594
2006-01-10,SPY,145.3885,145.9941,143.712,144.3132,113485449
2006-01-11,SPY,144.3132,145.4485,143.2461,144.381,62151567
2006-01-12,SPY,144.381,145.6167,144.3335,145.5688,94942024
2006-01-13,SPY,145.5688,146.2339,144.1813,144.843,79663504
2006-01-16,SPY,144.843,145.1624,143.2965,143.6132,64331477
2006-01-17,SPY,143.6132,146.6937,143.5371,146.6159,91513027
2006-01-18,SPY,146.6159,147.4642,145.0063,145.8502,78547923
2006-01-19,SPY,145.8502,148.5727,145.4324,148.1484,69150948
2006-01-20,SPY,148.1484,149.3288,147.7418,148.9201,106248438
2006-01-23,SPY,148.9201,150.1496,148.3926,149.6197,92616502
2006-01-24,SPY,149.6197,150.4124,146.9245,147.7071,66001690
2006-01-25,SPY,147.7071,148.3534,144.8098,145.4461,86281139
2006-01-26,SPY,145.4461,148.0581,143.3721,145.9765,112338838
2006-01-27,SPY,145.9765,147.6238,143.1686,144.8027,60609195
2006-01-30,SPY,144.8027,146.557,142.0805,143.823,87344964
2006-01-31,SPY,143.823,144.6717,140.9259,141.7625,61741690
2006-02-01,SPY,141.7625,143.7506,141.2078,143.1903,108745620
2006-02-02,SPY,143.1903,143.3626,142.2238,142.3951,62969412
2006-02-03,SPY,142.3951,142.8015,141.2317,141.6359,88855281
2006-02-06,SPY,141.6359,143.765,140.8638,142.9856,69560090
2006-02-07,SPY,142.9856,144.5776,142.951,144.5425,77208949
2006-02-08,SPY,144.5425,144.9877,143.1428,143.585,107716552
2006-02-09,SPY,143.585,144.1268,143.4471,143.9885,78129236
2006-02-10,SPY,143.9885,148.5884,142.955,147.5295,71357123
2006-02-13,SPY,147.5295,147.7034,146.9261,147.0994,84153070
2006-02-14,SPY,147.0994,147.4545,145.8138,146.1666,103432820
2006-02-15,SPY,146.1666,147.0735,143.8512,144.7493,74868579
2006-02-16,SPY,144.7493,146.3403,141.8115,143.3875,96785228
2006-02-17,SPY,143.3875,144.9308,143.179,144.7204,77774014
2006-02-20,SPY,144.7204,145.3427,142.1102,142.7238,89247965
2006-02-21,SPY,142.7238,144.8657,142.5583,144.6979,79907339
2006-02-22,SPY,144.6979,145.5923,143.9881,144.8816,60299617
2006-02-23,SPY,144.8816,145.4806,144.8653,145.4642,66374513
2006-02-24,SPY,145.4642,145.5734,142.4759,142.583,103368243
2006-02-27,SPY,142.583,145.8224,142.3043,145.5379,110959203
2006-02-28,SPY,145.5379,146.301,144.297,145.0575,75339832
2006-03-01,SPY,145.0575,145.5981,144.0861,144.625,51586592
2006-03-02,SPY,144.625,146.9541,144.1146,146.4373,70170763
2006-03-03,SPY,146.4373,146.6019,144.5791,144.7418,108029146
2006-03-06,SPY,144.7418,148.8504,143.4196,147.503,76768347
2006-03-07,SPY,147.503,148.3048,145.1321,145.9253,86230120
2006-03-08,SPY,145.9253,145.9835,145.3878,145.4458,74953301
2006-03-09,SPY,145.4458,148.4678,145.0083,148.0226,91886593
2006-03-10,SPY,148.0226,148.0769,144.6121,144.6652,112748193
2006-03-13,SPY,144.6652,148.4853,143.1956,146.992,77373834
2006-03-14,SPY,146.992,148.3753,144.0443,145.4128,85605547
2006-03-15,SPY,145.4128,145.4401,144.8526,144.8798,43515284
2006-03-16,SPY,144.8798,144.9088,143.4634,143.4922,94482168
2006-03-17,SPY,143.4922,143.793,140.7107,141.0063,96902961
2006-03-20,SPY,141.0063,141.184,138.746,138.9212,82973783
2006-03-21,SPY,138.9212,141.5498,138.7453,141.3708,79467175
2006-03-22,SPY,141.3708,143.4609,140.3395,142.4219,78739763
2006-03-23,SPY,142.4219,142.5307,142.0101,142.1187,94522479
2006-03-24,SPY,142.1187,143.1915,141.5335,142.6043,84017680
2006-03-27,SPY,142.6043,145.677,141.9523,145.014,84142661
2006-03-28,SPY,145.014,145.0642,144.6764,144.7266,57931493
2006-03-29,SPY,144.7266,147.8017,144.1102,147.1749,97144822
2006-03-30,SPY,147.1749,147.6813,146.0398,146.544,99905699
2006-03-31,SPY,146.544,148.7826,146.3758,148.6121,93234582
2006-04-03,SPY,148.6121,148.6189,148.4565,148.4633,72234423
2006-04-04,SPY,148.4633,149.937,147.8971,149.3674,103920907
2006-04-05,SPY,149.3674,149.3842,148.9101,148.9269,93198825
2006-04-06,SPY,148.9269,149.1709,148.4044,148.648,81556853
2006-04-07,SPY,148.648,150.4133,148.1061,149.8669,80136741
2006-04-10,SPY,149.8669,151.1256,149.1542,150.4104,80526282
2006-04-11,SPY,150.4104,153.5163,150.2809,153.3843,78491789
2006-04-12,SPY,153.3843,154.495,151.8429,152.9505,66697911
2006-04-13,SPY,152.9505,153.906,150.918,151.8667,81511059
2006-04-14,SPY,151.8667,152.8912,150.1744,151.1943,104895374
2006-04-17,SPY,151.1943,153.4758,150.4849,152.7591,74690130
2006-04-18,SPY,152.7591,155.5739,152.5565,155.3679,78049824
2006-04-19,SPY,155.3679,157.5079,154.5071,156.6401,73565404
2006-04-20,SPY,156.6401,158.2209,155.8419,157.4187,64874161
2006-04-21,SPY,157.4187,158.661,156.4539,157.6945,67482351
2006-04-24,SPY,157.6945,158.1083,155.6933,156.1029,77246946
2006-04-25,SPY,156.1029,156.1472,155.2011,155.2451,65070830
2006-04-26,SPY,155.2451,156.9593,154.2791,155.9887,80830948
2006-04-27,SPY,155.9887,156.3091,155.5426,155.8627,52059791
2006-04-28,SPY,155.8627,159.9663,153.2037,157.283,80189298
2006-05-01,SPY,157.283,157.9262,155.8293,156.4692,106285110
2006-05-02,SPY,156.4692,159.7268,154.6141,157.8553,90315766
2006-05-03,SPY,157.8553,162.7215,157.3149,162.1663,64958075
2006-05-04,SPY,162.1663,163.3086,160.9994,162.1415,100196182
2006-05-05,SPY,162.1415,162.2077,161.0851,161.1509,69339167
2006-05-08,SPY,161.1509,162.4681,159.1399,160.4514,83527027
2006-05-09,SPY,160.4514,161.462,158.8884,159.8955,54373686
2006-05-10,SPY,159.8955,159.994,157.6619,157.759,96468250
2006-05-11,SPY,157.759,159.1218,155.842,157.1999,71409693
2006-05-12,SPY,157.1999,158.167,156.2665,157.2334,96623643
2006-05-15,SPY,157.2334,162.2202,155.7099,160.6634,76890647
2006-05-16,SPY,160.6634,164.1266,159.3848,162.8307,90364254
2006-05-17,SPY,162.8307,165.0401,162.7607,164.9691,90121882
2006-05-18,SPY,164.9691,169.4291,163.2012,167.6327,81085363
2006-05-19,SPY,167.6327,168.4809,165.9032,166.747,96419990
2006-05-22,SPY,166.747,166.9786,164.2361,164.4645,83515701
2006-05-23,SPY,164.4645,164.7176,163.5751,163.8272,119852216
2006-05-24,SPY,163.8272,164.4222,163.4349,164.0293,96986297
2006-05-25,SPY,164.0293,165.4143,162.7308,164.1151,84430789
2006-05-26,SPY,164.1151,165.7252,162.1156,163.7218,58092715
2006-05-29,SPY,163.7218,164.0634,160.9465,161.283,61893197
2006-05-30,SPY,161.283,163.1398,161.2562,163.1126,78395801
2006-05-31,SPY,163.1126,163.6709,160.9589,161.5116,70125612
2006-06-01,SPY,161.5116,162.5673,158.9992,160.0453,87234208
2006-06-02,SPY,160.0453,160.6099,159.4446,160.0091,82131834
2006-06-05,SPY,160.0091,161.4037,159.2902,160.6818,112559083
2006-06-06,SPY,160.6818,162.0569,158.8836,160.2551,79212295
2006-06-07,SPY,160.2551,162.5467,159.608,161.893,98927531
2006-06-08,SPY,161.893,162.8507,159.9232,160.8749,109253452
2006-06-09,SPY,160.8749,160.9056,160.6716,160.7022,74273927
2006-06-12,SPY,160.7022,162.5026,159.1896,160.9873,67177498
2006-06-13,SPY,160.9873,162.4136,158.0448,159.4576,91218334
2006-06-14,SPY,159.4576,162.6255,159.0625,162.2236,83863909
2006-06-15,SPY,162.2236,162.3514,161.6276,161.7551,55814332
2006-06-16,SPY,161.7551,163.0538,161.4673,162.7642,81150493
2006-06-19,SPY,162.7642,163.5652,161.4243,162.2227,92741042
2006-06-20,SPY,162.2227,162.6794,160.373,160.8258,112618902
2006-06-21,SPY,160.8258,164.0772,159.4944,162.73,74077746
2006-06-22,SPY,162.73,163.1081,162.6671,163.0451,61344771
2006-06-23,SPY,163.0451,163.1911,163.0361,163.1821,110255443
2006-06-26,SPY,163.1821,164.2304,161.5096,162.5539,63297775
2006-06-27,SPY,162.5539,163.1991,160.4504,161.0898,97995866
2006-06-28,SPY,161.0898,161.1111,159.7601,159.7812,61607891
2006-06-29,SPY,159.7812,160.5167,158.9055,159.6403,75580012
2006-06-30,SPY,159.6403,160.6323,157.8381,158.825,72430229
2006-07-03,SPY,158.825,160.9669,158.7613,160.9024,67205937
2006-07-04,SPY,160.9024,162.3161,159.0607,160.4706,67031002
2006-07-05,SPY,160.4706,162.6781,160.3449,162.5507,109907177
2006-07-06,SPY,162.5507,162.6416,162.5186,162.6095,91459597
2006-07-07,SPY,162.6095,162.7927,158.3815,158.5602,81276959
2006-07-10,SPY,158.5602,161.8723,157.7189,161.018,65266710
2006-07-11,SPY,161.018,163.5671,160.7857,163.3314,68650270
2006-07-12,SPY,163.3314,163.9718,163.1493,163.7892,104707748
2006-07-13,SPY,163.7892,164.7729,163.6039,164.5867,95293550
2006-07-14,SPY,164.5867,166.9158,163.8774,166.1995,102951280
2006-07-17,SPY,166.1995,167.3608,166.0462,167.2066,100290179
2006-07-18,SPY,167.2066,167.2372,167.1516,167.1822,107410475
2006-07-19,SPY,167.1822,170.248,167.1747,170.2404,75305578
2006-07-20,SPY,170.2404,173.4102,169.4909,172.6501,86657979
